aX,aY,aZ,gX,gY,gZ
-1.883,-0.582,1.351,-30.823,30.518,14.404
-1.744,-0.453,1.270,-21.851,15.442,19.592
-1.609,-0.391,1.183,-14.099,1.343,19.897
-1.481,-0.364,1.109,-8.911,-9.705,17.212
-1.346,-0.309,1.003,-12.085,-16.968,18.921
-1.187,-0.304,0.926,-9.338,-20.142,21.729
-1.069,-0.282,0.851,-3.906,-22.095,26.184
-0.962,-0.245,0.792,1.099,-23.621,32.166
-0.863,-0.226,0.736,7.080,-24.719,35.522
-0.792,-0.199,0.683,10.559,-24.536,35.461
-0.730,-0.139,0.647,10.132,-22.644,30.701
-0.678,-0.082,0.630,7.996,-19.592,21.301
-0.647,-0.064,0.622,4.639,-16.968,10.193
-0.596,-0.067,0.629,1.526,-14.771,0.427
-0.572,-0.052,0.648,1.221,-12.634,-3.357
-0.568,-0.004,0.679,3.296,-10.925,-2.319
-0.560,0.033,0.711,5.371,-9.827,-0.549
-0.566,0.044,0.730,6.470,-9.338,1.099
-0.573,0.047,0.745,7.446,-8.972,2.014
-0.575,0.058,0.760,8.179,-8.240,2.014
-0.587,0.066,0.772,7.324,-7.507,1.099
-0.599,0.064,0.782,5.432,-6.897,-0.977
-0.607,0.063,0.781,3.418,-6.348,-2.563
-0.611,0.057,0.773,1.648,-5.676,-3.479
-0.613,0.038,0.767,0.610,-5.127,-3.967
-0.618,0.019,0.760,0.244,-4.822,-3.052
-0.630,0.008,0.756,0.366,-4.028,-0.610
-0.645,0.001,0.762,-0.061,-2.747,1.099
-0.665,-0.007,0.772,-1.282,-1.160,0.244
-0.677,-0.032,0.789,-1.953,-0.854,-1.648
-0.694,-0.055,0.804,-0.244,-1.831,-0.122
-0.701,-0.042,0.811,3.845,-3.479,5.554
-0.705,-0.010,0.802,7.019,-4.517,11.230
-0.699,0.003,0.785,6.958,-4.822,11.230
-0.693,-0.003,0.765,4.150,-3.967,6.287
-0.668,-0.018,0.752,1.465,-2.625,0.854
-1.012,-0.357,1.601,26.550,94.910,-47.241
-1.113,-0.359,1.471,27.649,80.872,-61.279
-1.135,-0.257,1.347,35.767,72.083,-71.289
-1.148,-0.109,1.251,44.678,69.031,-78.247
-1.203,0.025,1.212,48.462,70.557,-83.191
-1.305,0.096,1.213,47.913,74.402,-86.731
-1.450,0.111,1.264,46.326,76.965,-85.999
-1.636,0.125,1.305,46.021,73.792,-79.895
-1.779,0.155,1.301,47.729,62.439,-72.083
-1.831,0.185,1.240,50.781,45.532,-63.904
-1.850,0.231,1.168,54.565,28.503,-54.871
-1.846,0.284,1.120,57.312,15.381,-45.898
-1.887,0.323,1.081,57.495,5.859,-37.598
-1.962,0.315,1.052,55.420,-1.831,-30.518
-2.017,0.284,1.044,52.307,-9.216,-25.513
-2.060,0.306,1.029,49.072,-16.846,-21.545
-2.080,0.328,1.029,45.227,-25.635,-20.142
-2.040,0.344,1.043,40.222,-35.645,-21.790
-2.014,0.363,1.053,32.349,-47.058,-22.339
-1.952,0.329,1.059,24.841,-60.303,-18.860
-1.901,0.249,1.058,18.677,-74.707,-11.963
-1.863,0.137,1.056,14.343,-89.905,-4.333
-1.811,0.041,1.030,14.465,-104.492,2.258
-1.724,-0.034,1.000,16.418,-117.981,7.874
-1.636,-0.052,0.955,18.188,-128.418,8.484
-1.510,-0.022,0.899,18.433,-134.460,4.822
-1.386,-0.001,0.840,15.991,-138.489,1.465
-1.267,-0.020,0.784,13.367,-141.174,2.502
-1.167,-0.034,0.742,12.024,-142.822,9.033
-1.087,-0.046,0.721,12.878,-143.738,18.372
-1.007,-0.035,0.718,14.038,-143.433,28.015
-0.932,0.005,0.708,13.611,-141.541,35.950
-0.849,0.026,0.689,11.292,-139.343,41.443
-0.758,0.039,0.679,8.118,-135.376,45.654
-0.693,0.026,0.670,7.446,-130.615,48.157
-0.583,0.037,0.642,8.118,-124.634,52.063
-0.518,0.010,0.610,10.620,-117.981,54.321
-0.467,0.001,0.581,14.404,-111.938,52.307
-0.418,0.021,0.570,18.616,-106.934,48.340
-0.383,0.071,0.574,20.447,-102.722,43.030
-0.316,0.109,0.556,16.968,-98.083,37.659
-0.248,0.114,0.534,10.437,-94.543,30.090
-0.179,0.104,0.500,3.601,-91.309,22.156
-0.130,0.090,0.461,-2.319,-87.463,15.442
-0.089,0.064,0.423,-6.226,-82.275,7.996
-0.039,0.026,0.402,-8.728,-75.928,0.366
0.010,0.020,0.399,-10.254,-68.542,-7.263
0.043,0.058,0.394,-11.780,-59.326,-16.296
0.086,0.072,0.403,-13.428,-48.706,-28.015
0.124,0.088,0.412,-16.541,-38.452,-42.053
0.151,0.113,0.421,-20.386,-28.870,-55.298
0.175,0.144,0.411,-25.024,-18.738,-66.467
0.237,0.173,0.390,-30.640,-8.850,-77.087
0.250,0.178,0.371,-37.292,-0.549,-87.036
0.302,0.169,0.357,-44.189,9.460,-96.008
0.381,0.149,0.329,-51.392,20.020,-105.286
0.461,0.112,0.284,-57.373,30.151,-115.723
0.553,0.104,0.248,-57.861,40.710,-128.174
0.691,0.174,0.200,-53.223,53.528,-140.076
0.791,0.250,0.151,-45.959,67.993,-149.414
0.947,0.377,0.121,-44.312,86.609,-153.076
1.038,0.482,0.049,-46.875,106.934,-151.794
1.165,0.553,0.028,-46.997,131.226,-144.836
1.277,0.661,0.046,-44.434,160.461,-130.920
1.339,0.775,0.129,-41.077,190.002,-105.408
1.208,0.807,0.287,-42.419,213.928,-63.782
0.927,0.659,0.531,-48.279,232.544,-11.414
0.474,0.315,0.841,-53.711,246.338,36.011
-0.043,-0.106,1.220,-59.082,255.859,63.965
-0.516,-0.410,1.554,-69.275,261.536,71.533
-1.040,-0.656,1.814,-74.768,256.287,68.176
-1.534,-0.828,2.011,-67.261,243.286,63.049
-1.894,-0.875,2.182,-51.025,227.356,65.979
-2.148,-0.829,2.298,-33.203,205.322,72.998
-2.310,-0.723,2.320,-22.095,177.795,78.552
-2.329,-0.580,2.233,-17.883,151.184,78.186
-2.236,-0.440,2.065,-15.869,128.357,70.313
-2.121,-0.335,1.884,-13.977,109.192,54.871
-2.050,-0.255,1.739,-15.564,93.628,35.034
-2.017,-0.224,1.645,-22.461,80.139,12.573
-1.967,-0.227,1.567,-30.823,67.627,-7.324
-1.893,-0.226,1.488,-38.025,56.274,-19.470
-1.742,-0.176,1.396,-42.236,46.509,-23.132
-1.605,-0.105,1.319,-41.260,35.828,-21.545
-1.505,-0.066,1.245,-38.025,24.475,-13.489
-1.387,-0.066,1.175,-35.339,13.794,-1.221
-1.348,-0.124,1.094,-32.349,2.380,11.353
-1.284,-0.181,1.008,-28.137,-7.019,23.010
-1.155,-0.241,0.939,-21.851,-15.015,33.264
-1.073,-0.267,0.858,-13.611,-22.705,41.138
-0.964,-0.241,0.786,-6.470,-27.588,45.593
-0.891,-0.222,0.727,-1.038,-28.442,42.297
-0.802,-0.180,0.701,-0.977,-25.452,32.959
-0.695,-0.142,0.684,-4.517,-21.057,23.682
-0.625,-0.129,0.681,-5.066,-18.250,15.686
-0.576,-0.095,0.691,-3.479,-16.479,10.498
-0.533,-0.055,0.707,-2.441,-14.832,9.399
-0.510,-0.032,0.727,-3.113,-13.245,8.423
-0.506,-0.042,0.739,-5.127,-11.475,4.700
-0.495,-0.063,0.753,-4.883,-10.559,0.427
-0.475,-0.053,0.763,-1.465,-10.315,0.244
-0.468,-0.011,0.770,2.930,-9.399,4.272
-0.463,0.024,0.777,5.188,-7.629,7.507
-0.476,0.034,0.775,4.700,-5.066,6.897
-0.484,0.006,0.770,2.747,-2.258,3.540
-0.501,-0.008,0.775,2.441,0.549,0.732
-0.535,0.008,0.792,4.272,3.357,0.732
-0.568,0.024,0.806,5.188,5.859,2.380
-0.597,0.025,0.815,4.578,7.751,2.502
-0.612,0.028,0.824,2.747,9.827,1.099
-0.636,0.028,0.854,0.610,11.414,-1.099
-0.701,0.007,0.883,-0.671,10.254,-2.930
-0.727,-0.026,0.907,0.122,5.676,-2.136
-0.732,-0.008,0.903,4.395,-0.793,4.272
-0.727,0.036,0.884,9.033,-5.493,12.817
-0.722,0.054,0.859,9.644,-8.240,15.503
-0.708,0.047,0.836,6.531,-8.789,10.620
-0.684,0.041,0.810,2.258,-7.629,2.502
-0.638,0.037,0.790,-0.732,-5.798,-4.639
-1.417,0.086,1.115,-5.432,-24.353,14.893
-1.485,0.089,1.130,-5.310,-30.273,16.113
-1.549,0.114,1.141,-4.150,-37.720,19.470
-1.580,0.139,1.140,-2.136,-46.753,24.292
-1.570,0.174,1.118,-1.770,-57.007,29.480
-1.556,0.193,1.084,-2.014,-69.397,32.715
-1.484,0.198,1.033,-3.113,-81.543,37.109
-1.400,0.189,0.967,-5.188,-92.529,42.847
-1.303,0.141,0.901,-6.592,-101.990,48.889
-1.231,0.043,0.860,-4.761,-111.389,54.626
-1.164,-0.001,0.829,0.488,-119.507,60.486
-1.094,0.026,0.801,6.470,-124.817,64.697
-1.007,0.066,0.772,9.583,-127.869,64.392
-0.911,0.071,0.742,8.972,-129.089,60.364
-0.832,0.060,0.712,6.958,-128.235,54.077
-0.758,0.059,0.679,5.005,-125.427,48.157
-0.661,0.070,0.643,3.296,-121.033,44.800
-0.551,0.053,0.599,2.441,-116.699,42.969
-0.479,0.038,0.550,2.380,-114.990,41.443
-0.380,-0.002,0.493,2.991,-113.281,43.274
-0.232,-0.048,0.415,4.272,-111.755,48.157
-0.107,-0.111,0.327,7.385,-111.755,52.734
0.015,-0.153,0.238,12.268,-111.755,56.580
0.166,-0.189,0.155,15.930,-108.887,60.669
0.319,-0.222,0.067,17.822,-102.051,63.477
0.458,-0.262,-0.011,18.250,-92.346,63.416
0.598,-0.300,-0.078,18.494,-78.979,60.120
0.691,-0.396,-0.114,20.020,-63.232,55.298
0.803,-0.507,-0.135,19.592,-44.312,52.185
0.837,-0.610,-0.143,16.785,-23.743,49.927
0.923,-0.756,-0.141,22.949,2.808,43.518
0.974,-0.861,-0.103,34.363,32.410,33.081
0.988,-0.896,-0.042,49.866,65.796,20.569
1.004,-0.861,0.085,66.528,102.478,8.545
1.009,-0.813,0.280,80.139,138.794,0.000
0.973,-0.800,0.515,87.585,173.706,-3.906
0.861,-0.744,0.822,90.881,204.346,-7.568
0.604,-0.673,1.087,89.233,229.187,-12.268
0.448,-0.598,1.358,81.299,246.521,-18.982
0.306,-0.589,1.572,74.524,253.357,-30.334
0.093,-0.587,1.732,65.674,246.887,-42.175
-0.053,-0.580,1.845,65.063,233.704,-52.002
-0.156,-0.506,1.906,72.510,218.872,-55.359
-0.271,-0.385,1.920,80.261,203.003,-52.246
-0.401,-0.270,1.921,84.290,188.110,-44.739
-0.518,-0.169,1.899,83.008,176.331,-38.452
-0.660,-0.115,1.854,77.148,167.297,-37.903
-0.811,-0.087,1.794,69.092,159.363,-45.471
-0.927,-0.064,1.745,61.340,151.550,-60.364
-1.053,-0.069,1.701,54.932,143.311,-75.623
-1.194,-0.057,1.676,50.049,134.216,-88.501
-1.325,0.006,1.657,46.997,125.549,-97.839
-1.527,0.089,1.630,43.884,114.014,-103.394
-1.630,0.161,1.592,41.565,100.769,-104.126
-1.734,0.223,1.536,41.443,85.999,-97.656
-1.822,0.300,1.484,43.152,69.824,-86.548
-1.857,0.355,1.441,46.326,54.871,-72.998
-1.865,0.378,1.389,48.645,41.199,-55.481
-1.922,0.366,1.338,50.842,28.259,-33.447
-2.014,0.320,1.290,52.551,13.794,-15.381
-2.086,0.256,1.274,54.138,0.610,-5.371
-2.144,0.221,1.275,54.260,-9.399,-1.587
-2.134,0.241,1.267,49.072,-18.433,-3.906
-2.113,0.278,1.268,43.091,-30.334,-16.174
-2.066,0.320,1.279,35.645,-45.654,-31.982
-1.997,0.333,1.265,26.550,-64.026,-42.053
-1.890,0.301,1.217,16.602,-83.496,-44.800
-1.769,0.225,1.154,9.216,-101.318,-44.250
-1.668,0.132,1.089,6.104,-113.953,-40.344
-1.577,0.053,1.052,5.310,-122.437,-39.307
-1.525,-0.020,1.033,4.272,-128.174,-43.274
-1.351,-0.002,1.044,0.427,-131.409,-47.852
-1.247,-0.026,0.991,-2.136,-136.047,-34.546
-1.146,-0.058,0.936,5.371,-136.230,-1.404
-1.109,0.016,0.926,13.794,-138.916,22.766
-1.100,0.065,0.950,18.555,-142.700,30.945
-1.057,0.077,0.952,17.212,-144.775,29.053
-0.997,0.021,0.927,11.536,-145.996,20.691
-0.916,-0.020,0.898,5.615,-145.996,10.010
-0.814,-0.033,0.871,2.991,-145.142,2.014
-0.739,-0.027,0.828,1.587,-144.104,-2.197
-0.631,0.005,0.811,2.075,-141.968,-4.517
-0.522,0.078,0.754,1.526,-139.954,-3.235
-0.447,0.099,0.682,2.258,-136.475,7.751
-0.418,0.075,0.647,1.038,-134.216,16.907
-0.361,0.072,0.657,-4.578,-132.935,13.611
-0.295,0.029,0.602,-8.118,-128.418,13.184
-0.218,0.033,0.542,-7.324,-120.728,22.705
-0.202,0.056,0.516,-6.592,-115.112,29.114
-0.168,0.082,0.508,-7.996,-109.802,28.198
-0.112,0.096,0.489,-9.888,-102.356,20.386
-0.031,0.106,0.465,-13.245,-93.811,11.963
0.026,0.097,0.432,-18.005,-85.632,6.958
0.069,0.071,0.396,-22.766,-77.637,1.831
0.123,0.052,0.364,-27.039,-68.848,-5.127
0.166,0.047,0.339,-30.029,-58.594,-14.282
0.211,0.081,0.325,-32.532,-47.241,-25.452
0.265,0.111,0.319,-37.476,-36.255,-37.842
0.277,0.115,0.308,-45.166,-26.367,-50.232
0.338,0.102,0.297,-53.650,-15.808,-63.782
0.389,0.089,0.298,-61.584,-4.822,-77.515
0.465,0.099,0.294,-70.068,6.470,-90.820
0.543,0.097,0.293,-77.393,19.165,-105.225
0.660,0.118,0.278,-86.670,34.119,-119.812
0.791,0.134,0.218,-97.473,51.514,-133.301
0.924,0.137,0.151,-104.492,70.374,-147.095
1.055,0.226,0.095,-103.943,91.125,-158.325
1.226,0.349,0.086,-93.445,114.075,-164.429
1.401,0.540,0.075,-81.909,140.869,-159.058
1.561,0.739,0.089,-72.998,171.448,-135.742
1.624,0.861,0.198,-65.002,202.209,-91.980
1.511,0.806,0.397,-61.523,230.286,-31.067
1.185,0.556,0.676,-57.434,253.784,30.823
0.712,0.122,1.025,-49.744,272.827,80.566
0.245,-0.278,1.464,-46.875,287.720,114.746
-0.285,-0.587,1.904,-49.622,295.166,140.381
-0.960,-0.782,2.268,-44.067,288.391,153.748
-1.565,-0.852,2.517,-36.621,268.921,156.189
-1.968,-0.854,2.584,-33.691,240.723,151.428
-2.269,-0.894,2.298,-29.053,177.002,125.916
-2.228,-0.907,2.145,-21.851,150.696,109.375
-2.258,-0.906,1.992,-13.916,129.211,107.605
-2.454,-0.927,1.851,-9.399,113.647,102.844
-2.290,-0.456,2.009,-23.499,93.445,37.781
-2.397,-0.415,1.787,-61.707,58.716,-11.047
-2.118,-0.453,1.482,-62.012,53.467,-30.701
-1.627,-0.448,1.373,-45.715,55.542,-70.190
-1.588,-0.256,1.282,-37.720,42.603,-71.838
-1.552,-0.169,1.228,-30.945,28.503,-42.847
-1.446,-0.167,1.173,-27.710,16.785,-10.193
-1.394,-0.182,1.102,-24.170,5.981,7.996
-1.294,-0.189,1.051,-19.043,-1.465,10.803
-1.210,-0.175,0.991,-18.311,-7.935,5.798
-1.097,-0.203,0.928,-18.982,-13.855,-0.183
-0.917,-0.202,0.895,-16.357,-17.395,-4.089
-0.933,-0.204,0.839,-11.108,-23.376,-3.662
-0.837,-0.150,0.802,-5.920,-24.719,-1.343
-0.705,-0.101,0.779,-4.456,-22.888,0.488
-0.671,-0.070,0.772,-4.089,-21.790,3.784
-0.637,-0.055,0.788,-3.784,-20.508,3.357
-0.603,-0.031,0.799,-3.296,-19.775,0.366
-0.568,-0.020,0.797,-2.930,-19.897,-1.343
-0.524,-0.010,0.788,-2.563,-19.104,-2.380
-0.503,0.001,0.789,-1.770,-17.029,-3.845
-0.488,0.025,0.797,-0.732,-14.221,-5.615
-0.475,0.036,0.809,0.183,-11.780,-6.653
-0.472,0.039,0.832,0.671,-10.071,-6.348
-0.488,0.056,0.854,1.404,-9.277,-5.676
-0.496,0.079,0.865,1.770,-8.972,-5.371
-0.506,0.097,0.871,1.343,-9.033,-5.615
-0.511,0.096,0.869,0.732,-9.338,-5.859
-0.509,0.102,0.858,0.610,-10.010,-4.883
-0.519,0.113,0.845,0.427,-10.559,-3.235
-0.532,0.105,0.838,-0.183,-10.742,-1.587
-0.548,0.084,0.830,-1.038,-11.047,-0.183
-0.548,0.067,0.825,-1.160,-10.620,1.221
-0.566,0.064,0.826,-0.916,-9.766,2.136
-0.582,0.060,0.828,-1.099,-9.094,2.075
-0.589,0.040,0.829,-1.526,-9.094,1.282
-0.600,0.018,0.820,-1.770,-9.033,1.404
-0.598,0.011,0.816,-1.038,-8.606,0.366
-0.606,0.013,0.802,-0.793,-7.263,-1.038
-0.596,0.014,0.795,-1.343,-5.554,-2.686
-0.607,0.020,0.795,-1.282,-4.089,-4.272
-0.611,0.032,0.805,-0.854,-2.808,-4.822
-0.616,0.037,0.818,-0.183,-1.648,-5.127
-0.629,0.039,0.830,0.854,-1.282,-5.005
-0.631,0.059,0.844,2.380,-1.831,-4.639
-0.631,0.088,0.848,3.845,-2.686,-2.747
-0.623,0.115,0.844,4.028,-3.357,-1.770
-0.603,0.129,0.841,2.625,-3.662,-3.296
-0.587,0.137,0.844,0.671,-2.747,-4.761
-0.598,0.146,0.847,-1.160,-2.075,-6.531
-0.593,0.146,0.845,-3.052,-1.892,-8.362
-0.581,0.132,0.833,-4.211,-2.014,-8.362
-0.574,0.116,0.835,-3.723,-1.160,-6.348
-0.583,0.116,0.852,-3.967,-1.709,-6.470
-0.600,0.116,0.848,-3.967,-2.869,-5.615
-0.578,0.107,0.841,-2.197,-3.662,-4.333
-0.561,0.128,0.838,-0.854,-4.883,-3.723
-0.565,0.136,0.835,-0.916,-5.615,-1.953
-0.553,0.123,0.825,-1.648,-5.432,-0.916
-0.544,0.111,0.813,-2.625,-4.822,-1.099
-0.538,0.105,0.805,-2.991,-3.967,-1.099
-0.530,0.099,0.798,-2.502,-2.869,-0.305
-0.533,0.090,0.805,-1.648,-1.709,1.099
-0.575,0.093,0.803,-0.610,-1.343,2.563
-0.534,0.095,0.801,0.488,-0.305,1.465
-0.547,0.102,0.794,0.549,0.427,5.432
-0.584,0.101,0.801,0.854,0.488,10.071
-0.595,0.105,0.827,1.099,0.549,6.104
-0.605,0.105,0.841,-0.610,0.183,1.038
-0.596,0.093,0.835,-2.808,0.549,-1.221
-0.596,0.089,0.828,-3.296,0.916,-1.160
-0.604,0.095,0.834,-2.380,1.099,0.122
-0.619,0.101,0.839,-1.587,1.099,2.258
-0.629,0.104,0.841,-1.099,0.916,3.540
-0.626,0.109,0.836,-1.038,0.305,3.235
-0.618,0.107,0.828,-1.160,0.000,2.441
-0.611,0.094,0.826,-1.221,-0.061,1.892
-0.612,0.087,0.828,-1.099,-0.183,1.343
-0.619,0.090,0.834,-0.427,-0.244,1.587
-0.623,0.085,0.836,-0.305,-0.488,2.014
-0.625,0.074,0.832,-0.732,-0.977,1.404
-0.621,0.078,0.826,-1.160,-0.732,0.305
-0.619,0.089,0.824,-1.404,-0.366,-0.488
-0.612,0.091,0.820,-1.892,-0.305,-0.977
-0.605,0.090,0.818,-1.892,-0.366,-0.671
-0.598,0.095,0.822,-1.282,-0.061,0.366
-0.618,0.101,0.825,0.183,-0.061,1.343
-0.614,0.099,0.822,0.549,0.366,2.563
-0.628,0.098,0.810,0.549,0.610,2.075
-0.620,0.074,0.814,1.160,1.892,0.244
-0.605,0.066,0.820,0.793,2.197,-3.662
-0.608,0.065,0.812,0.854,2.319,0.000
-0.610,0.079,0.816,2.441,2.136,4.761
-0.625,0.100,0.830,3.784,1.221,4.944
-0.619,0.102,0.833,3.601,0.610,3.479
-0.612,0.102,0.825,2.258,0.610,1.770
-0.617,0.109,0.821,1.526,0.610,-0.671
-0.592,0.111,0.822,1.648,1.343,-2.808
-0.589,0.119,0.817,1.282,1.953,-2.014
-0.591,0.122,0.813,1.099,2.441,-0.244
-0.594,0.120,0.817,1.282,2.930,0.244
-0.607,0.116,0.822,1.770,2.686,0.427
-0.609,0.112,0.828,2.319,2.380,0.977
-0.607,0.110,0.823,2.563,1.526,1.770
-0.603,0.097,0.816,2.441,1.404,2.625
-0.603,0.098,0.815,2.686,1.831,2.441
-0.613,0.108,0.821,2.319,2.563,2.380
-0.622,0.112,0.822,1.282,2.930,2.075
-0.629,0.102,0.824,0.427,2.686,0.427
-0.629,0.090,0.825,0.061,2.258,-1.160
-0.622,0.097,0.820,0.549,2.258,-1.587
-0.623,0.106,0.818,0.732,2.075,-1.770
-0.615,0.107,0.816,0.244,2.014,-2.563
-0.610,0.112,0.818,0.366,2.258,-2.686
-0.621,0.119,0.820,0.732,2.625,-1.404
-0.490,-0.516,1.856,62.256,200.989,-57.068
-0.604,-0.494,1.841,61.829,177.002,-55.054
-0.696,-0.406,1.784,67.810,156.982,-50.232
-0.743,-0.316,1.715,75.256,142.273,-46.265
-0.742,-0.235,1.646,78.552,133.972,-41.992
-0.758,-0.171,1.573,77.026,130.554,-41.321
-0.796,-0.130,1.532,75.073,128.418,-47.119
-0.862,-0.088,1.506,73.242,125.671,-55.969
-0.961,-0.027,1.496,69.946,121.155,-65.735
-1.016,0.054,1.459,64.758,114.502,-78.979
-1.067,0.102,1.398,57.556,104.614,-91.858
-1.101,0.126,1.321,52.795,94.238,-98.694
-1.106,0.156,1.255,54.016,86.182,-97.290
-1.167,0.186,1.204,58.472,79.529,-90.271
-1.233,0.225,1.177,63.599,74.585,-81.482
-1.308,0.268,1.159,65.979,71.594,-71.472
-1.411,0.325,1.138,65.918,68.665,-65.002
-1.494,0.360,1.134,61.890,65.674,-62.012
-1.591,0.330,1.137,56.946,60.181,-60.852
-1.666,0.298,1.145,54.138,52.612,-59.937
-1.762,0.320,1.159,55.054,43.457,-56.396
-1.821,0.373,1.170,56.580,31.311,-49.744
-1.865,0.404,1.150,56.335,18.311,-39.978
-1.886,0.422,1.121,55.542,4.456,-28.748
-1.899,0.403,1.101,54.260,-8.667,-19.470
-1.946,0.388,1.087,51.636,-20.691,-11.414
-1.966,0.380,1.064,48.706,-30.945,-4.395
-1.973,0.397,1.060,44.434,-41.809,-0.427
-1.949,0.379,1.039,37.720,-53.467,-1.282
-1.875,0.319,1.042,30.090,-65.247,-2.686
-1.852,0.243,1.050,28.076,-78.125,-3.235
-1.815,0.223,1.057,28.381,-90.271,-0.061
-1.747,0.216,1.051,27.527,-101.440,6.714
-1.686,0.209,1.036,25.940,-113.098,13.794
-1.603,0.201,1.014,23.926,-123.962,19.836
-1.510,0.217,0.988,21.545,-132.751,24.841
-1.397,0.238,0.962,17.517,-140.137,28.931
-1.307,0.248,0.935,13.672,-145.874,32.593
-1.194,0.245,0.905,9.155,-149.353,38.025
-1.100,0.181,0.880,5.432,-151.794,43.457
-1.040,0.128,0.866,4.517,-154.480,45.471
-0.994,0.139,0.851,4.333,-155.701,46.082
-0.883,0.183,0.821,7.324,-154.236,43.152
-0.761,0.245,0.788,8.606,-152.222,39.368
-0.651,0.275,0.753,8.423,-148.376,37.842
-0.563,0.303,0.717,6.104,-145.142,37.231
-0.448,0.300,0.662,2.136,-141.724,38.147
-0.381,0.273,0.590,-1.404,-138.367,39.734
-0.259,0.262,0.540,-6.409,-133.057,41.199
-0.190,0.215,0.475,-9.216,-126.343,38.452
-0.087,0.194,0.420,-12.390,-116.699,30.396
0.014,0.183,0.369,-14.832,-104.858,19.592
0.089,0.185,0.314,-17.212,-91.492,9.460
0.162,0.186,0.280,-20.752,-75.684,1.709
0.213,0.179,0.274,-24.719,-59.265,-7.446
0.245,0.180,0.291,-31.250,-43.152,-20.569
0.262,0.170,0.320,-41.016,-28.748,-37.048
0.297,0.153,0.352,-53.467,-15.930,-54.077
0.331,0.107,0.379,-66.650,-5.432,-71.777
0.363,0.035,0.392,-77.820,2.930,-89.722
0.426,-0.019,0.399,-84.595,12.390,-104.736
0.501,-0.027,0.401,-85.266,21.729,-116.699
